-2,-2,-3,3,2,0,3,3,-3,-3,11.43341282
0,3,2,2,2,2,-3,2,0,0,6.052825063
2,-2,1,2,2,-3,-3,3,-3,1,-1.456967156
3,2,-1,3,-3,-3,3,1,-2,0,69.08515896
0,2,0,0,3,0,0,3,0,3,5.642836923
1,1,3,1,1,2,-1,2,-1,0,14.17121382
1,1,3,1,-1,2,1,-1,-2,-3,17.90266912
-1,-1,-3,1,-2,3,1,-1,-3,-1,4.243978905
2,-2,1,3,-2,0,2,-2,-3,-2,30.79073592
-2,1,1,3,-2,-3,2,2,3,3,16.37233878
3,2,-3,0,-3,-2,-3,-2,0,2,23.00101784
2,1,-1,0,-1,-1,3,0,-2,2,10.88014135
-3,-2,-2,2,2,0,1,-1,0,3,11.19677537
3,0,2,3,2,1,0,-1,2,-1,23.65977244
-3,1,1,0,1,-1,2,3,-3,0,22.31800083
1,1,-1,1,-1,0,2,-2,-3,-3,1.065775223
2,1,2,2,2,-2,2,1,0,2,6.793008955
1,3,1,0,-2,0,0,-1,2,-3,12.23861279
-2,-3,0,-1,-2,1,-3,1,-2,3,0.493772281
2,-3,2,-3,-1,1,2,-3,1,3,10.99032535
-2,3,-2,3,2,-2,1,-3,2,2,9.631109004
-1,2,1,1,-3,-3,-2,2,-2,1,17.45583906
0,0,-3,3,1,0,-1,2,-2,-2,11.26579694
1,-3,3,-1,-2,3,-2,-1,-3,2,14.6848313
1,-2,1,2,2,2,-1,0,-3,1,0.515457635
1,3,-2,-3,3,-3,-2,1,-3,0,4.660702231
-1,-1,-2,-1,-3,3,3,3,3,-1,-1.236477563
-1,2,0,-2,-2,-3,3,-1,-1,-3,19.29246821
1,2,-3,0,0,-3,2,1,-1,0,-2.119395319
2,1,0,-1,1,-1,3,-2,-1,3,12.22288262
1,0,3,-1,2,1,1,-2,3,0,5.857137147
3,2,0,3,1,2,-2,2,0,-2,37.56551295
2,2,-2,-3,-1,3,-3,-1,2,-3,32.28834184
-2,-1,1,-3,-1,-3,0,-1,3,2,27.83065567
-3,2,-2,-3,-2,0,3,0,3,2,16.58511625
3,-3,-1,3,3,1,-1,-1,3,-3,32.20996067
0,-2,-2,0,0,-1,1,2,3,-1,-4.958539302
2,-1,3,1,-2,0,-1,1,1,3,18.7739696
2,-1,-3,3,-2,3,3,-1,-1,2,65.13848723
3,1,2,0,-2,0,0,0,-1,-3,28.00931237
-1,2,3,2,1,3,-3,-3,-1,-1,3.951193409
2,-3,-2,3,0,1,2,3,-2,-2,38.12561638
3,-1,1,0,-3,2,0,0,2,2,44.97046221
-2,1,0,-1,0,3,2,2,-2,-3,3.89636298
-2,3,0,1,-3,-3,3,0,0,2,18.97205343
-1,-2,3,2,-3,2,-1,-1,2,2,0.523056206
-1,2,3,-1,-3,0,2,-2,-1,-3,10.49767333
-3,-3,1,2,1,3,3,0,2,0,-2.188844546
-1,-1,-2,0,-3,2,1,2,3,3,-4.61656968
0,3,3,0,1,1,3,-2,-3,0,6.074364969
0,1,2,-1,0,1,-2,2,2,-2,7.757425784
-1,0,1,0,0,-2,-3,0,0,1,11.49776908
-2,-1,0,2,3,-3,3,-3,-3,-2,13.25568402
1,-3,1,3,-1,0,1,-2,-1,-3,13.43291622
1,-2,-1,0,-2,-2,-3,1,-1,-2,0.60110422
1,0,2,0,-2,2,-1,2,3,2,16.07128365
-2,3,-3,-1,-3,2,0,3,-3,1,-0.747790305
-1,0,-1,2,1,3,2,2,2,1,-2.92694033
3,-3,2,2,3,3,0,-1,-3,1,24.76333445
-2,-1,1,-3,0,-3,0,1,-3,-3,29.83620596
1,3,1,1,0,-2,2,-2,-1,1,9.237023852
-2,-3,3,-2,-2,-2,-1,-2,-1,2,28.98483205
2,0,-1,-2,-3,-3,-3,2,-3,0,12.06269118
-3,1,0,-1,-1,2,-2,-3,0,-1,7.588462668
1,0,3,-2,-1,0,0,-3,1,-3,1.551973892
2,0,-3,3,0,-3,-3,-1,1,-1,22.58145516
-2,-1,0,1,-2,-2,0,-3,-3,2,7.247475813
-1,0,0,3,3,-1,0,1,1,1,-0.15346787
2,-2,2,2,-1,2,0,-3,-3,-1,19.86408023
-1,-3,0,-1,1,-3,-2,-2,-1,1,10.87545547
-2,-3,0,3,-2,0,-3,-1,3,-1,12.71930061
0,-3,1,-2,-2,-2,0,-2,0,0,10.56451141
1,1,0,0,1,-1,-3,-1,-3,0,4.398311365
0,0,-1,3,1,-1,2,3,-2,1,1.84702424
2,1,3,-1,0,-3,-2,0,3,2,2.638468632
-2,-2,-2,0,-3,0,-2,-3,0,2,-3.243766298
-2,-3,1,1,1,-1,1,2,-1,-2,2.925590096
1,-3,0,-3,-2,2,2,2,-3,-3,14.02049452
2,-2,-3,3,-2,-3,2,1,-3,1,40.47249436
-3,0,2,-3,-3,-2,-2,-3,1,1,32.05785123
-3,-3,-3,3,2,0,-1,-2,2,1,13.07203643
1,0,0,0,1,2,1,-2,-1,-1,9.982004003
2,-1,3,-1,-3,2,-3,0,3,2,20.93842834
0,-3,3,0,1,2,1,0,-1,-3,6.967802934
-3,-1,1,2,-1,2,0,3,-2,-2,0.1764253
1,3,3,0,3,1,-3,0,2,0,6.12059531
2,2,-2,-3,0,0,-3,0,3,-3,13.46281607
-2,-3,1,0,1,-2,3,-3,2,2,10.65055941
0,-2,1,0,2,-3,1,3,3,-2,5.310992834
0,2,2,-2,-2,2,0,3,2,-1,2.406809794
-1,-1,2,1,2,3,0,-2,-3,0,-1.553040212
1,3,-1,0,-1,3,2,0,0,3,21.90156836
1,-3,0,-1,3,0,3,-1,0,0,1.379173595
0,-2,2,-3,3,-3,1,0,3,3,10.18954143
-3,-1,-3,0,-2,1,2,1,3,3,-2.306410113
-3,-1,-2,1,-2,0,-2,3,0,-1,5.654372245
-2,2,3,-2,0,0,1,2,3,-3,9.355814761
1,2,-1,2,3,1,0,2,-3,0,0.513742716
2,-1,2,-2,-3,-3,0,2,-1,-2,6.91098962
-2,-1,3,-2,-2,2,-2,0,1,-1,8.163106619
-3,1,-1,-3,3,-1,1,3,3,0,22.37020498
-3,-3,0,-1,3,-2,-3,3,-1,1,19.37468703
0,-3,-1,-3,3,2,1,1,-3,0,9.059674845
-1,3,0,3,1,2,-1,3,3,3,-5.462381145
3,3,1,-1,-2,-3,2,3,-2,-1,9.363308966
1,-3,0,-3,-2,0,1,-1,1,-3,9.730949518
-3,-2,-1,-2,-2,2,-3,3,3,-3,1.290282944
3,0,0,-3,1,-2,0,0,-1,-2,5.525799056
0,-2,-2,1,2,2,0,-2,-3,3,1.035817105
-3,1,-1,-1,3,0,-2,3,3,-2,9.267533654
3,1,2,2,1,-1,0,-1,2,3,21.69815567
1,3,-1,0,0,-2,-1,-3,-1,0,7.004846654
-3,-1,-3,-3,2,-1,2,-2,-1,-3,9.489120541
-2,-2,-3,3,3,0,0,3,0,-3,11.60050816
-1,0,-2,-3,-3,-1,0,0,1,0,9.10153425
0,3,-3,-1,-2,-3,0,0,-2,1,4.50033325
-1,1,-1,3,1,3,3,3,-3,-1,1.400327052
-2,-3,3,2,-3,-1,3,-1,3,-2,10.38208178
0,0,3,1,-2,-1,-2,1,-3,2,10.81086792
3,1,2,-2,-3,0,3,0,-3,2,11.75428598
1,1,1,-2,3,-2,0,1,-1,2,4.52005629
2,3,1,-3,-2,-1,0,-1,3,-2,-2.166378112
2,1,3,-1,-2,-2,2,-2,2,3,4.723522849
-3,0,-1,0,-1,2,-1,-2,-2,1,-4.328522734
3,-3,-3,1,0,0,-1,-2,3,3,24.55382897
1,-2,2,-3,-3,-3,3,1,-1,-2,4.549134933
1,-2,-2,0,1,3,-1,2,2,2,8.081040326
3,1,-2,3,-1,-3,1,2,0,3,39.17680194
-3,0,3,-1,1,-3,2,1,2,0,49.24728753
-1,-3,2,1,2,0,1,1,-3,0,-3.649812111
3,3,-1,0,-3,2,-1,-3,-1,-2,47.05442337
2,3,3,2,3,-1,-3,-1,3,-1,12.51361797
-2,0,2,1,3,2,-2,2,0,3,0.406486146
-1,1,0,2,-2,1,2,2,-2,1,-4.076868662
-3,-3,-3,2,0,3,-1,2,-3,3,9.200399617
0,-2,2,3,-3,3,0,2,2,-2,9.563325561
-2,-1,3,-3,3,-2,1,2,0,2,19.77604265
3,-3,-1,3,2,0,3,-3,-3,1,30.77689102
-3,3,0,0,-3,1,-1,2,0,-2,9.314358159
3,0,0,0,3,-2,2,1,-1,1,10.71621749
-1,-3,-1,0,0,-2,0,-2,-2,3,-1.580385789
3,2,0,-2,-2,-3,3,-2,-3,-3,8.148843162
2,0,3,-1,-2,0,-2,-2,-1,-2,8.947749468
2,-2,0,-3,2,-2,-1,-2,-2,2,8.468337786
3,2,0,2,-1,0,0,-3,-1,0,34.25600033
-1,2,-3,-2,0,-3,-1,0,-3,1,10.35729317
-2,1,2,0,0,3,-1,2,1,-3,7.814402453
0,-1,-2,0,-2,-1,2,-2,0,2,-2.259551675
-3,-1,2,-2,3,0,2,0,0,3,24.58907382
-3,-3,-2,2,0,1,-1,-2,-2,3,13.80293945
1,1,0,-2,0,-1,0,-1,-1,1,9.016048964
2,-1,1,-2,0,-3,-2,3,3,-1,8.561530356
-3,3,3,1,3,-3,-1,0,2,1,48.77158309
-3,3,2,-1,3,-1,2,1,0,0,29.03939191
0,-3,-2,3,-3,2,0,-3,-3,-3,26.98662712
2,0,-1,2,-3,2,-2,2,-2,-3,34.96552694
-3,1,1,-1,2,0,0,2,0,-3,20.19240671
0,-3,-2,2,0,-2,0,0,-1,-2,8.591290063
0,-3,-1,-2,3,0,-2,-1,-2,3,4.057118915
-3,0,1,-3,1,0,2,1,1,0,20.89944097
1,2,0,2,0,1,-2,-1,0,1,2.836730221
0,3,2,0,-2,0,-2,-2,1,-1,12.08158619
-2,-3,1,-3,-2,1,-2,-3,3,3,12.36511134
1,-2,1,-2,2,1,3,-1,2,1,10.22742957
-3,1,-2,0,0,3,-2,-3,2,2,-6.22412129
-3,0,2,1,2,-2,-1,1,0,3,23.96241366
-2,-1,2,-2,-2,3,-3,1,2,-1,10.56394983
1,1,-2,2,2,-1,-3,0,1,2,-2.462893248
2,3,-1,-1,2,2,1,2,-3,1,24.94039385
-1,0,3,2,0,2,1,-2,-1,0,0.922224559
-3,3,1,-2,-1,-1,2,-2,-3,-3,23.98090289
3,0,-3,2,1,-3,2,3,3,2,13.26464796
2,3,-2,-3,-2,3,-3,-1,-1,-2,29.847061
3,-1,2,1,1,-3,3,3,-2,3,12.35141066
2,0,2,0,-2,2,-3,-3,2,0,23.7632379
0,-2,-1,3,0,-1,3,0,2,3,9.927598165
-3,1,3,1,1,2,1,-1,1,3,11.27277576
-3,1,-2,2,-3,0,2,2,3,-3,8.721737042
-3,1,3,-2,0,3,-1,-3,0,-2,6.449421874
3,3,-1,-3,1,2,-2,-1,-1,0,24.77161493
3,0,1,-1,-1,-1,2,1,1,2,17.31179438
-2,2,1,-2,2,3,1,1,0,2,5.200463808
-1,0,-2,-2,1,-1,0,-2,-3,-2,4.93660132
-1,0,-3,0,0,-2,-3,0,-3,-3,-3.94427228
-2,2,2,1,-2,1,1,0,-2,1,9.019691626
3,-1,2,-3,0,-1,-2,-2,2,3,1.588871012
2,0,0,-3,2,-3,-2,1,2,2,3.031445692
0,-3,-3,0,0,1,2,-3,0,1,-0.438468432
-2,2,-3,1,1,0,-1,-1,2,3,-4.103439169
-1,-3,-1,-2,-3,0,1,2,0,-1,0.807212365
-3,-1,-3,0,2,-3,2,0,1,-2,17.18916049
-3,-3,-1,-3,3,-2,-1,3,2,1,21.05274559
-2,0,3,3,-3,-2,-2,1,0,-3,20.03339957
3,3,0,-1,0,0,3,-2,3,-2,22.99251112
2,-2,-2,-3,3,-1,-2,1,2,3,12.39422215
0,2,-1,2,-2,-2,-1,0,2,-1,-0.47030857
3,2,-2,2,2,2,-1,-1,2,-3,28.41587171
-3,1,-1,1,3,2,3,3,-1,2,-4.238363792
-2,-2,-1,0,2,-3,0,2,-1,-2,9.015201326
-2,-2,-1,2,0,-2,3,2,2,0,11.43942064
-3,-2,0,2,1,2,-1,2,2,-2,-0.036598696
2,-2,0,2,2,-3,3,-1,-2,1,-1.714771519
-1,0,2,-3,-1,-3,1,-3,2,0,15.40815387
3,2,3,2,-2,2,1,3,0,-2,55.37833786
2,1,-1,-1,0,-3,0,2,3,2,11.30770594
0,-3,0,2,1,-2,-1,-2,0,-1,0.595424104
-1,-3,2,-3,2,2,-3,2,-3,1,6.019038191
-2,-1,3,-2,-2,-3,-1,3,-3,-3,32.4914528
2,1,2,-2,-2,-1,2,0,3,-1,3.112502649
-2,1,2,3,0,-2,1,1,-3,-1,12.22648119
1,2,-2,-2,-1,-1,2,1,1,-1,10.59746618
-3,1,2,-3,-3,-2,0,-1,-3,0,28.85876107
-2,3,-2,3,-1,-1,1,-3,-1,0,6.128722548
-3,-2,0,-2,-1,0,-3,-2,1,2,16.41746126
2,-2,2,1,0,-1,-1,1,-1,2,8.597906163
-3,3,1,0,-2,0,-2,2,-2,-3,19.21097162
2,3,2,1,3,3,2,2,1,-2,24.39752941
1,-2,2,-2,0,1,-2,0,-3,-2,9.703859696
3,0,-2,0,3,1,2,0,3,2,22.5893624
-1,0,-3,1,1,1,-1,0,2,1,-4.677505711
1,2,1,1,2,1,-2,0,-3,-3,9.339857988
2,3,-1,2,-1,0,3,-2,1,-3,16.11956131
-3,1,-2,-3,-1,3,3,3,-1,-3,8.103004182
-1,2,-3,2,-1,-1,-3,-2,-1,-2,0.461953149
1,-3,-3,2,-1,-1,3,3,3,0,17.21905372
1,0,3,-1,2,-1,-2,-2,-3,3,6.233034318
3,2,2,1,-3,3,-2,0,-3,3,57.99056047
-3,-2,2,1,-3,-2,0,2,1,2,24.07889123
0,-2,0,-2,0,-3,-3,3,0,-3,10.45545843
0,-2,-1,2,-3,0,2,0,1,-1,7.478978391
-3,3,0,2,1,0,2,1,2,0,6.323662689
1,1,-3,3,2,1,-3,2,3,-1,15.07574563
-1,0,-3,-3,3,3,0,2,-3,-1,7.463048588
0,1,-2,0,-3,-1,2,2,3,2,-1.744286393
0,1,1,-1,1,-3,-2,2,3,2,13.21812373
0,-3,1,-2,-1,2,1,2,-1,-1,9.550295141
0,-2,0,3,1,-2,2,2,1,-1,7.339807343
0,3,-3,-3,2,3,2,0,-2,0,16.78437203
1,-1,3,0,2,-1,3,-3,2,0,9.260672458
3,-1,-1,-3,0,-3,-3,0,-1,-2,11.6197732
-3,1,1,0,2,2,2,1,3,2,7.511793645
2,-2,-2,0,-2,-3,1,-3,0,-1,-0.079532424
1,3,0,-2,3,1,2,3,-2,-1,8.679505822
1,-3,0,3,3,-1,-2,-3,-2,1,3.552255982
3,-2,-1,3,3,3,-2,0,-3,3,46.34038506
-1,1,3,-2,0,1,3,-2,-1,-1,0.465397814
-1,0,3,0,0,2,0,0,-1,-3,8.854685369
-3,1,-3,0,3,-2,-2,3,-1,3,7.270881423
1,-2,2,2,-3,-3,-3,2,-2,-3,13.98479788
2,-1,1,-3,0,-2,-1,-2,-1,0,1.82314383
1,0,-2,1,2,-2,1,3,3,-3,-5.906680054
-2,-3,1,-2,1,-1,2,3,-1,-2,16.44229762
1,-2,0,3,0,0,-2,0,2,-3,7.506095146
1,2,-1,-1,-2,-1,2,-3,3,-3,10.64399492
0,3,-1,-1,-3,2,-3,2,2,-2,12.54784123
0,1,-3,3,2,-2,-1,-1,2,2,9.140640137
2,3,0,1,-3,-1,0,-3,-1,0,21.27763506
2,2,-1,-3,-1,-2,-2,-3,-1,-1,5.124553423
2,0,-2,-2,0,2,-2,1,1,-1,25.54816467
-1,2,-3,0,-1,0,-1,0,1,-2,-8.676444658
3,2,-1,-3,-1,2,2,-2,2,1,27.0078836
0,1,-3,1,3,1,-2,2,3,-2,-3.752136382
0,-2,3,2,1,3,3,2,1,1,-1.310397037
-1,-2,-1,1,1,-1,-3,1,-2,2,-2.998952639
-1,3,1,-1,-1,3,0,1,-2,-2,6.123271024
-3,2,-3,0,-2,0,-2,1,1,0,1.176308819
1,-1,-3,-1,-2,0,3,-2,2,-1,0.812806298
0,3,1,2,2,-2,2,2,0,3,3.028788335
3,-1,-2,2,1,0,1,0,3,-1,23.03462395
2,3,0,1,-3,1,1,2,-1,0,29.50899901
1,0,-2,-1,-3,3,2,-1,2,1,19.33461615
-1,1,-3,-1,-2,-1,0,-2,-3,1,-1.652030012
1,3,3,1,3,-2,-1,2,-2,1,9.345437715
1,2,3,3,1,-3,3,0,3,2,12.44403515
-1,-1,-2,1,0,1,3,2,-2,2,-5.618522979
1,1,1,-2,-1,3,3,-3,3,2,13.49597273
2,2,1,-3,1,-1,-1,-2,-3,2,-3.819122207
-2,-1,0,3,-3,0,0,0,0,1,10.9842649
-3,3,3,-1,-3,-2,-2,1,-2,3,34.46755682
-1,1,3,-2,0,1,3,-3,-2,-2,0.091312851
0,2,3,2,-2,2,-3,-2,0,-3,11.5852439
0,-1,-3,-2,-3,0,-3,-1,-3,1,0.125343336
0,-2,-1,-1,2,-1,-2,1,-3,-2,-2.089016425
3,-1,1,0,-2,0,-2,-1,0,0,28.82480381
3,-2,1,-1,2,1,-2,-1,3,-3,24.54121117
-2,2,-1,3,-3,-1,2,3,-1,-3,8.878625762
1,0,2,1,0,-1,0,2,-1,2,8.443139731
-3,0,2,2,-2,3,1,1,1,2,-1.560467361
3,1,3,3,-1,3,1,-3,-2,0,61.81182236
3,1,3,-2,-2,-3,-2,0,-2,2,-1.632552348
2,-3,0,-1,2,0,1,-3,-2,-3,8.393763327
-3,1,-3,-3,-2,-1,3,3,-2,2,13.41942473
-1,-1,3,-2,2,-3,-2,-3,3,-3,22.72382138
0,1,0,0,-3,3,-2,3,2,0,9.82639246
-3,3,2,-1,0,-1,-2,1,2,2,29.0107211
-1,1,-1,-1,-1,0,2,1,2,3,4.359429362
1,2,-1,2,3,-1,2,3,0,0,-4.457013466
3,2,-2,0,-3,2,1,3,-1,-1,47.32895947
2,1,2,-3,0,-1,-2,0,3,-2,-5.689968218
0,0,-2,2,-2,0,0,1,0,-3,4.286852875
0,-3,-2,-3,3,1,-1,-1,1,-2,6.665785041
0,-2,1,-3,1,1,1,-2,-3,-3,5.86084579
3,-3,3,0,-2,-3,-2,3,3,-2,20.24274582
0,3,0,-1,2,1,2,-3,-1,2,8.332471934
-2,2,-3,2,0,2,3,2,3,2,1.49535081
1,0,-2,-1,-1,3,3,2,-3,2,16.78944099
3,2,-1,-2,1,-3,-1,-3,1,3,11.83379462
-3,-3,-2,-3,0,-2,-1,0,-2,-3,16.81038476
-3,-1,1,1,0,3,1,0,2,3,-6.410097034
-2,1,1,3,-2,-3,-1,-3,-1,0,17.67705128
0,2,1,0,3,-3,1,2,2,3,10.84113279
-3,-1,3,-3,3,-1,3,-1,0,3,26.15060832
-1,-3,-1,3,0,1,-2,-3,-3,-2,9.652922329
2,3,3,2,-3,3,-3,-1,-3,3,47.51613534
0,-3,-2,3,2,0,3,2,-3,2,12.36296612
2,2,1,1,-3,-1,-2,1,1,-2,24.11011235
1,-1,0,-3,-3,0,-2,0,-3,3,7.288021318
-1,1,1,3,-1,-3,3,-2,-1,-1,9.510362391
3,1,3,-2,3,0,1,0,1,2,0.472385574
0,0,-3,0,-1,1,2,-3,-3,3,-3.582585893
2,-1,2,1,-2,0,0,-1,-3,0,16.44538401
-3,-1,0,0,-2,2,0,2,3,-2,-2.065625905
0,-1,2,-3,3,1,1,0,-1,2,1.411282726
3,1,1,2,3,-3,1,1,1,2,6.559534074
-2,2,2,-3,-2,2,1,3,1,1,0.099020369
-3,-2,-3,-2,3,1,3,0,-3,3,-5.425996208
-3,3,-3,1,0,3,-3,1,3,3,-7.691810994
2,-2,-1,2,2,-1,0,-2,3,-1,4.711158095
0,0,-1,0,-1,-1,-2,-1,1,-1,-3.807174332
-3,-2,0,-2,-3,0,-2,2,2,-3,15.66260004
0,2,-3,3,0,-3,-3,-1,3,-2,8.443277841
3,-1,1,2,-3,2,-2,1,0,0,58.68954466
-2,-3,1,2,-1,3,0,2,-3,-3,-3.524337279
-3,-1,0,2,-3,3,1,1,0,-1,-0.686984285
-3,-2,-3,-3,-3,3,-3,-1,2,1,-1.835102285
0,-2,-2,1,-2,1,-1,1,2,3,1.210394511
0,1,1,-3,-2,-1,0,0,-3,0,-0.001691745
0,1,2,-1,3,1,2,3,2,-1,7.263685859
1,1,-1,-1,1,-3,0,2,3,-2,7.441337249
-3,-1,0,0,-3,2,-1,-1,0,-3,-0.414493899
2,0,-2,1,0,3,2,2,3,-3,26.09038074
3,1,3,1,-2,0,-2,3,-1,-1,34.33029457
3,0,-3,-1,-1,0,-1,-2,-1,2,22.56297088
-2,1,2,2,-1,0,0,1,-2,-2,6.347324732
-2,-3,-2,2,1,3,2,-3,0,-2,5.766980671
2,-1,-3,3,2,3,2,2,3,-3,43.40507905
1,3,-2,0,2,3,-2,0,0,1,16.84572112
0,0,-2,1,-2,-1,-1,-1,1,1,-4.318096509
3,-2,2,-2,-2,-3,1,-2,0,1,9.525386658
-2,-1,0,-3,2,0,0,-2,-1,-3,12.33548694
-3,-3,-3,-1,3,2,2,2,2,1,-6.180737142
0,-2,0,1,0,1,1,2,-2,1,-5.533920671
0,3,0,-3,2,-1,-3,-1,-3,0,0.844027012
-3,-2,3,3,-1,2,-1,2,2,1,1.809836152
3,-2,2,3,-1,-2,0,-1,-1,3,35.67287857
0,3,-3,-3,1,0,2,0,2,3,8.259872768
3,1,1,1,3,-1,-3,-2,2,-1,14.83247306
-1,0,-1,0,0,3,-3,1,-3,0,-0.702723339
-3,1,-3,0,-1,0,-3,3,3,2,-0.804978421
-2,1,0,-1,1,-3,3,-3,1,-1,23.23252753
-2,1,0,-3,-1,-1,-2,0,-2,-3,14.80583207
1,-2,-2,3,1,0,0,-1,2,1,15.41167703
3,3,-3,1,-3,0,-2,-3,1,-1,40.00195863
0,-2,-3,-1,2,-2,1,-1,1,-2,-5.248555576
-3,3,3,3,0,-1,3,-1,0,2,23.61516426
1,-1,2,-3,3,2,2,-2,-3,0,2.430551393
0,3,1,-3,2,-1,-3,-2,-1,0,-3.240516026
0,-3,1,-3,-3,2,0,-3,0,-2,9.167392803
3,1,-1,3,3,-2,0,2,-3,-1,10.31639372
-3,3,0,3,-1,-2,-3,-2,-2,3,18.39153439
3,-3,-1,-3,-1,-2,2,2,-1,2,14.24442327
1,-2,0,3,-1,-1,-3,0,-1,1,11.83723048
-2,-3,2,-1,-2,-1,1,0,2,2,16.27227951
3,2,3,0,-3,-3,2,0,-2,-1,19.86357422
2,2,-1,-3,-1,0,-1,-3,1,1,11.49771849
-2,3,3,0,-1,2,1,0,1,-3,10.07275061
3,1,0,-2,-3,0,1,-3,-2,3,22.67170689
-1,2,-2,-2,-3,0,2,-2,1,2,7.918644022
3,2,3,-2,2,3,3,2,2,-3,14.37023898
-1,1,-2,2,0,0,0,2,-2,-2,-0.591820402
3,-1,3,-2,-2,-2,-1,-2,-3,-1,4.277320584
3,2,-3,1,-3,0,-3,-3,3,2,37.72988328
1,-2,3,-2,-1,2,-2,1,2,3,6.900640678
0,-1,-1,3,-3,-2,-1,-1,2,2,20.25143278
-3,1,-1,3,2,2,-3,0,1,3,4.300102721
0,0,-3,-2,0,3,1,0,-3,2,9.795432
1,0,-3,-1,3,-3,0,-1,0,-2,-3.630923727
1,-1,-1,0,3,1,3,0,-1,1,2.594395661
-2,-3,-2,2,-2,2,0,1,-1,0,7.920582928
1,-2,-3,3,0,-3,-2,-2,-1,3,18.94190747
0,-1,2,-1,-1,0,-3,-1,3,-2,9.891539931
-1,-2,3,-3,-2,3,2,-3,3,2,0.757449945
0,2,2,0,-2,-3,2,1,2,-2,16.97711438
0,-3,-3,-3,1,1,-3,-1,3,1,0.708282477
3,1,-1,2,3,-3,2,2,3,2,2.364811773
-1,2,2,-1,1,1,-1,2,-2,3,7.360190228
1,-2,-1,-1,-3,1,-2,-1,-3,-1,7.657562727
-1,1,1,-3,-2,3,-2,1,-2,-2,2.358241207
-2,-1,1,-3,-1,-1,-2,-1,1,-1,17.38499151
-2,3,-3,-3,1,2,3,-1,-1,-3,6.869889073
-2,1,0,1,-1,-2,-1,1,1,-3,8.62079162
-2,1,1,-3,-2,-1,1,0,0,3,13.68910152
3,3,2,-2,2,1,-2,-2,-2,1,5.106189699
3,-1,2,-1,-2,0,2,1,2,1,21.96983285
-1,-3,3,3,-3,-3,3,0,2,-1,18.77932256
-1,1,3,0,2,1,3,-1,-1,1,9.439828812
1,0,-1,-2,-2,3,1,0,2,2,21.27257594
0,-3,3,2,-1,0,-3,-3,-3,3,-2.489978118
2,-1,0,-2,2,-2,3,-3,3,1,8.075425344
0,1,0,-2,-1,-1,-3,-3,0,-3,10.32793675
1,-1,-1,-2,2,0,2,1,2,-2,9.633155106
-1,1,2,1,0,2,-2,0,0,2,3.182269548
-1,2,-1,1,1,-2,-1,0,0,3,-0.897260124
-3,3,-3,3,-1,0,-2,-1,-2,0,12.11650927
3,3,2,-3,0,1,2,3,-3,3,6.22669068
1,2,1,0,1,3,3,0,-1,-1,19.17882177
-2,-1,-1,2,-1,-1,-3,1,0,-1,5.899093128
2,-2,2,-3,-3,1,-3,3,3,3,8.12682548
